연번,지자체명,세부사업명,  예산(백만원)  
1192,충청북도,무역통상사업(전환사업),6000
1193,충청북도,농식품글로벌온라인마켓입점지원(전환사업),30
1194,충청북도,농식품해외마케팅지원(전환사업),1060
1195,충청북도,굴뚝자동측정기기운영관리비지원,21
1196,충청북도,국내식품전시회참가지원,30
1197,충청북도,수출농식품가공공장시설현대화,70
1198,충청북도,식품소재및반가공산업육성,459
1199,충청북도,지역우수전통주활성화지원,14
1200,충청북도,농촌공동체회사우수사업지원(전환사업),115
1201,충청북도,마을기업육성사업(전환사업),630
1202,충청북도,사회적경제기업사업개발비지원사업,119
1203,충청북도,사회적기업육성(일자리창출),353
1204,충청북도,사회적기업활성화지원사업,151
1205,충청북도,협동조합활성화추진,35
1206,충청북도,고부가가치바이오산업연구개발사업육성,615
1207,충청북도,바이오창업아카데미개설및운영(전환사업),200
1208,충청북도,의료기기산업육성,150
1209,충청북도,이노비즈(Inno-Biz)인증획득지원사업,12
1210,충청북도,뿌리기술산업경쟁력강화지원,400
1211,충청북도,충북중소기업B2B박람회참가지원,30
1212,충청북도,시설개선융자지원,300
1213,충청북도,ICT벤처중소기업기술개발지원,200
1214,충청북도,소기업형스마트공장구축지원,927
1215,충청북도,스마트공장보급·확산사업,1587
1216,충청북도,지역SW기업성장지원,166
1217,충청북도,솔라밸리조성,201
1218,충청북도,솔라페스티벌(전환사업),540
1219,충청북도,충북태양광발전자금이차보전,289
1220,충청북도,여성친화기업환경조성,20
1221,충청북도,창업여성지원,50
1222,충청북도,유기가공식품인증비용지원,13
1223,충청북도,유기가공식품포장재지원,66
1224,충청북도,고용우수기업지원사업,400
1225,충청북도,청년창업지원,180
1226,충청북도,청년행복일터지원,683
1227,충청북도,농공단지조성(전환사업),1114
1228,충청북도,수도권이전기업지원,4000
1229,충청북도,공공기관연관산업기업유치등지원사업,150
1230,충청북도,뷰티산업육성기반구축,200
1231,충청북도,한방·천연물연구개발강화,156
1232,충청북도,화장품뷰티산업엑스포개최(전환사업),2800
1233,충청북도,글로벌강소기업육성사업,550
1234,충청북도,메이커스페이스구축·운영지원사업,50
1235,충청북도,전통시장특성화추진,456
1236,충청북도,지식재산창출지원및창업촉진,2080
1237,충청북도,창업도약패키지지원사업,105
1238,충청북도,충북우수시장박람회개최,107
1239,충청북도,충북창조경제혁신센터운영지원,1500
1240,충청북도,기술거래촉진네트워크사업,221
1241,충청북도,지역주력산업육성사업,5593
1242,충청북도,ICT디바이스랩운영,160
1243,충청북도,선도형시범공장확충지원,168
1244,충청북도,지역SW품질역량센터운영관리,63
1245,충청북도,도내투자기업지원,3500
1246,충청북도,공장설립관리정보망운영,48
1247,충청북도,충청북도농공단지협의회운영지원,20
1248,충청북도,중소기업온라인마케팅활성화지원,160
1249,충청북도,농식품수출기업육성지원(전환사업),290
1250,충청북도,충북김치수출세계화지원사업,100
1251,충청북도,사회적기업육성(사회보험료지원),26
1252,충청북도,국제통상기반조성,160
1253,충청북도,무역기반조성(전환사업),1716
1254,충청북도,중소기업 공모사업 전문컨설팅 지원,50
1255,충청북도,중소기업매출채권보험가입지원,200
1256,충청북도,기업현장지원반 운영,75
